区,区分,人口,年少人口,0～ 4歳,5～ 9,10～14,生産年齢  人    口,15～19歳,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,老年人口,65～69歳,70～74,75～79,80～84,85～89,90～94,95～99,100歳  以上
清田区,北野５条１丁目,645,106,30,39,37,362,44,15,16,16,40,63,67,33,31,37,177,48,49,37,25,9,8,1,-
清田区,北野５条２丁目,473,71,18,25,28,292,22,18,19,22,32,36,42,46,28,27,110,29,27,20,11,13,9,1,-
清田区,北野５条３丁目,523,74,18,28,28,240,20,14,10,29,21,36,38,32,22,18,209,38,49,44,36,19,14,9,-
清田区,北野５条４丁目,1596,239,77,92,70,883,63,55,38,74,96,107,121,108,101,120,474,125,121,101,61,45,17,3,1
清田区,北野５条５丁目,926,113,35,26,52,493,53,30,31,44,46,62,54,51,58,64,320,94,83,52,46,26,11,7,1
清田区,北野６条１丁目,887,108,37,35,36,483,38,34,35,40,60,55,71,58,47,45,296,65,80,64,39,30,13,4,1
清田区,北野６条２丁目,797,101,11,36,54,475,37,37,16,22,37,60,82,61,69,54,221,60,52,40,36,24,9,-,-
清田区,北野６条３丁目,486,63,15,24,24,240,25,17,11,17,16,27,40,35,30,22,183,27,43,42,27,24,16,4,-
清田区,北野６条４丁目,1077,105,27,37,41,516,42,48,20,34,50,61,63,63,61,74,456,101,142,101,67,28,13,3,1
清田区,北野６条５丁目,434,39,13,15,11,181,16,4,10,12,16,24,29,28,28,14,214,30,33,49,55,25,20,2,-
清田区,北野７条１丁目,385,49,23,11,15,212,8,11,22,23,24,27,32,20,29,16,124,16,44,24,14,17,6,3,-
清田区,北野７条２丁目,443,48,14,15,19,227,20,15,19,16,23,28,31,28,26,21,168,25,33,42,33,22,11,2,-
清田区,北野７条３丁目,750,81,26,35,20,383,29,19,37,38,41,53,46,25,33,62,286,55,64,59,51,33,23,1,-
清田区,北野７条４丁目,1003,126,28,39,59,581,54,37,36,43,58,82,91,78,56,46,296,68,79,58,31,33,20,7,-
清田区,北野７条５丁目,663,67,21,17,29,340,20,32,24,29,30,31,42,46,42,44,256,51,36,53,47,37,20,11,1
清田区,平岡１条１丁目,344,42,12,10,20,209,20,11,8,11,15,24,46,30,28,16,93,20,30,25,10,4,3,1,-
清田区,平岡１条２丁目,469,49,17,14,18,288,29,21,17,25,28,38,42,38,29,21,132,38,46,17,15,10,4,2,-
清田区,平岡１条３丁目,170,21,4,4,13,89,4,6,5,12,13,7,12,4,12,14,60,17,19,11,7,5,1,-,-
清田区,平岡１条４丁目,492,109,41,45,23,302,15,32,19,38,49,44,29,24,29,23,81,16,24,11,12,10,7,1,-
清田区,平岡１条５丁目,118,22,9,7,6,84,8,3,8,8,17,10,13,8,7,2,12,5,5,-,1,-,1,-,-
清田区,平岡１条６丁目,242,18,2,7,9,133,16,17,8,3,6,10,23,19,15,16,91,18,24,16,15,13,4,1,-
清田区,平岡２条１丁目,595,70,11,31,28,286,14,13,17,20,33,49,43,30,29,38,239,56,80,46,21,25,8,3,-
清田区,平岡２条２丁目,642,97,25,33,39,362,37,24,14,28,43,49,60,34,37,36,183,48,62,32,18,18,4,1,-
清田区,平岡２条３丁目,672,60,17,19,24,402,35,21,26,25,28,37,49,53,69,59,210,59,55,33,26,25,8,4,-
清田区,平岡２条４丁目,285,21,3,8,10,184,9,10,11,14,16,19,15,28,32,30,80,33,24,12,2,2,4,2,1
清田区,平岡２条５丁目,327,93,7,38,48,218,35,15,2,3,28,56,47,14,10,8,16,4,6,3,2,-,-,1,-
清田区,平岡２条６丁目,51,1,1,-,-,31,1,6,2,2,3,4,3,2,5,3,19,7,4,3,1,2,1,1,-
清田区,平岡３条１丁目,448,58,24,20,14,232,16,9,10,27,18,32,41,30,24,25,158,26,47,34,29,13,8,1,-
清田区,平岡３条２丁目,475,45,8,15,22,277,30,22,14,13,23,37,42,35,29,32,153,38,48,31,21,12,2,1,-
清田区,平岡３条３丁目,982,90,21,34,35,534,44,34,31,33,68,68,79,55,53,69,358,83,107,59,51,34,14,8,2
清田区,平岡３条４丁目,511,68,20,21,27,300,20,22,26,21,30,39,44,32,38,28,143,35,38,31,16,13,7,3,-
清田区,平岡３条５丁目,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
清田区,平岡３条６丁目,760,149,13,39,97,561,119,42,10,3,26,103,123,90,36,9,50,19,12,7,2,6,4,-,-
清田区,平岡４条１丁目,1077,155,13,63,79,709,85,47,32,30,49,84,111,102,94,75,213,56,53,48,25,21,10,-,-
清田区,平岡４条２丁目,457,60,17,20,23,283,28,18,24,15,18,31,36,40,41,32,114,25,31,22,14,14,4,4,-
清田区,平岡４条３丁目,1009,135,25,51,59,513,52,36,18,38,46,76,74,72,44,57,361,91,99,73,48,29,14,7,-
清田区,平岡４条６丁目,479,73,14,31,28,294,19,24,13,20,29,22,32,34,41,60,112,36,40,14,10,4,7,1,-
清田区,平岡４条７丁目,269,33,10,10,13,186,16,22,12,10,13,18,17,20,35,23,50,21,12,6,5,5,1,-,-
清田区,平岡５条１丁目,146,22,6,7,9,77,4,3,4,8,10,8,12,13,10,5,47,16,11,10,5,3,-,2,-
清田区,平岡５条２丁目,757,60,11,27,22,497,39,57,26,17,31,35,54,86,87,65,200,62,48,39,22,17,10,1,1
清田区,平岡５条３丁目,401,69,16,32,21,239,17,22,8,19,24,37,43,16,26,27,93,25,29,18,9,7,5,-,-
清田区,平岡５条４丁目,636,76,22,26,28,375,24,29,21,34,28,45,42,40,53,59,185,53,47,27,28,16,9,5,-
清田区,平岡５条６丁目,502,55,18,20,17,303,13,19,15,23,24,29,32,36,60,52,144,58,36,19,15,8,4,4,-
清田区,平岡６条１丁目,1090,118,25,37,56,698,77,56,25,41,32,58,100,121,111,77,274,68,76,53,27,27,19,3,1
清田区,平岡６条２丁目,115,7,1,2,4,64,5,3,6,2,4,8,7,9,10,10,44,13,15,6,5,4,1,-,-
清田区,平岡６条３丁目,915,187,77,66,44,531,33,28,24,66,99,78,47,49,45,62,197,67,56,36,23,11,2,2,-
清田区,平岡６条４丁目,559,98,27,35,36,333,39,25,11,18,35,38,57,40,27,43,128,57,24,13,14,12,8,-,-
清田区,平岡７条１丁目,681,90,24,28,38,317,28,16,17,23,39,48,45,32,28,41,274,59,89,56,28,26,14,2,-
清田区,平岡７条２丁目,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
清田区,平岡７条３丁目,540,61,14,25,22,288,27,19,10,27,31,33,38,17,35,51,191,79,57,23,11,17,4,-,-
清田区,平岡７条４丁目,409,43,9,16,18,209,12,9,7,16,21,26,17,20,25,56,157,68,43,18,9,9,6,3,1
清田区,平岡８条１丁目,604,52,13,16,23,310,29,20,12,14,24,43,58,43,35,32,242,54,84,58,25,8,8,5,-
清田区,平岡８条２丁目,461,48,7,19,22,224,19,10,11,13,25,34,37,17,23,35,189,63,60,30,11,17,8,-,-
清田区,平岡８条３丁目,613,95,21,33,41,367,50,17,15,25,35,44,50,35,40,56,151,58,35,15,14,15,11,3,-
清田区,平岡８条４丁目,617,53,14,18,21,333,23,18,17,22,29,38,34,27,50,75,231,98,69,21,13,13,15,2,-
清田区,平岡９条１丁目,781,86,23,33,30,423,38,33,18,41,56,45,43,48,42,59,272,77,78,52,32,20,11,2,-
清田区,平岡９条２丁目,133,22,6,7,9,60,3,4,3,1,7,12,4,10,7,9,51,10,17,11,5,5,3,-,-
清田区,平岡９条３丁目,651,80,20,31,29,336,31,13,22,15,35,49,36,39,30,66,235,87,75,29,16,17,8,3,-
清田区,平岡９条４丁目,169,23,3,8,12,97,9,4,6,7,13,6,16,11,10,15,49,22,11,5,8,2,1,-,-
清田区,平岡１０条１丁目,1020,104,30,35,39,479,30,30,15,39,46,66,62,57,60,74,437,101,133,85,62,35,18,3,-
清田区,平岡１０条２丁目,827,77,19,22,36,410,29,18,22,30,46,47,49,31,41,97,340,113,102,50,21,33,17,4,-
清田区,平岡１０条３丁目,38,2,1,-,1,23,5,1,-,2,-,3,4,-,3,5,13,2,4,3,2,2,-,-,-
清田区,真栄１条１丁目,1239,70,12,25,33,655,30,48,33,38,45,64,71,87,133,106,514,148,134,76,58,57,31,10,-
清田区,真栄１条２丁目,1499,171,55,55,61,847,54,53,62,88,93,86,115,108,96,92,481,123,136,85,69,38,25,4,1
清田区,真栄２条１丁目,843,115,42,41,32,505,39,23,43,53,63,59,72,56,59,38,223,62,56,41,29,25,6,3,1
清田区,真栄２条２丁目,1051,133,36,37,60,605,46,36,35,62,67,67,88,58,68,78,313,80,90,58,33,32,13,5,2
清田区,真栄３条２丁目,1132,113,32,34,47,742,61,65,55,54,57,65,99,101,90,95,277,66,71,43,38,37,13,8,1
清田区,真栄４条１丁目,629,62,15,22,25,374,39,34,30,17,34,29,43,41,58,49,193,64,46,45,18,13,6,-,1
清田区,真栄４条２丁目,710,72,14,28,30,426,25,30,34,27,25,39,46,46,73,81,212,66,69,20,18,23,10,5,1
清田区,真栄４条３丁目,405,54,15,17,22,217,19,10,11,16,19,23,34,33,30,22,134,20,35,34,25,12,3,5,-
清田区,真栄４条４丁目,608,74,23,22,29,315,27,20,19,23,26,42,45,47,37,29,219,48,58,43,36,19,11,2,2
清田区,真栄４条５丁目,650,57,16,18,23,359,35,31,16,22,43,34,43,51,39,45,234,58,67,46,30,24,5,3,1
清田区,真栄５条１丁目,559,46,8,10,28,346,25,27,25,22,12,22,39,45,67,62,167,60,37,21,25,13,8,2,1
清田区,真栄５条２丁目,502,96,23,40,33,317,33,26,16,12,27,40,48,45,36,34,89,19,20,13,9,9,10,8,1
清田区,真栄５条３丁目,593,80,15,29,36,312,25,19,14,20,32,42,58,45,27,30,201,44,48,44,35,21,6,3,-
清田区,真栄５条４丁目,573,86,19,33,34,288,21,12,19,16,31,49,45,35,25,35,199,42,50,44,29,21,12,1,-
清田区,真栄５条５丁目,482,141,35,67,39,264,12,7,10,21,66,54,35,17,23,19,77,17,21,12,9,12,4,1,1
清田区,真栄６条１丁目,48,-,-,-,-,33,-,1,3,3,4,2,2,7,6,5,15,4,6,-,4,-,1,-,-
清田区,里塚１条１丁目,282,48,7,18,23,158,18,6,7,6,20,28,29,17,15,12,76,28,24,12,6,6,-,-,-
清田区,里塚１条２丁目,657,85,24,33,28,326,25,20,22,32,51,49,47,27,21,32,246,78,74,45,23,17,7,2,-
清田区,里塚１条３丁目,687,62,10,24,28,380,27,29,22,18,26,31,49,61,64,53,245,63,81,49,22,15,13,2,-
清田区,里塚１条４丁目,1050,127,28,40,59,617,66,61,43,43,50,66,88,72,70,58,306,80,95,55,35,29,8,4,-
清田区,里塚２条１丁目,542,70,14,30,26,299,19,23,14,20,35,30,40,40,41,37,173,56,53,25,16,14,5,4,-
清田区,里塚２条２丁目,415,42,12,15,15,211,18,15,10,13,20,28,30,24,26,27,162,23,57,33,17,15,13,2,2
清田区,里塚２条３丁目,769,70,15,25,30,422,33,26,21,35,38,40,54,67,61,47,277,67,80,54,36,29,11,-,-
清田区,里塚２条４丁目,610,108,25,42,41,346,25,20,18,31,38,48,42,40,38,46,156,51,45,25,14,12,6,3,-
清田区,里塚２条５丁目,343,35,4,14,17,233,19,21,23,11,19,17,31,23,36,33,75,22,18,13,8,9,3,2,-
清田区,里塚２条６丁目,556,57,20,22,15,280,25,17,10,29,35,31,36,33,26,38,219,76,73,30,17,13,9,1,-
清田区,里塚２条７丁目,45,12,9,2,1,33,2,4,4,7,6,5,2,-,1,2,-,-,-,-,-,-,-,-,-
清田区,里塚３条１丁目,612,97,26,30,41,403,37,29,33,34,35,51,61,45,40,38,112,39,29,21,12,8,3,-,-
清田区,里塚３条２丁目,361,53,12,20,21,193,22,9,7,13,26,26,25,26,19,20,115,34,35,16,15,9,6,-,-
清田区,里塚３条３丁目,1000,114,26,48,40,561,46,31,34,35,64,53,71,67,82,78,325,85,123,51,39,17,8,2,-
清田区,里塚３条４丁目,648,73,19,22,32,417,32,36,26,26,31,31,77,51,51,56,158,68,42,26,10,7,3,2,-
清田区,里塚３条５丁目,762,97,25,33,39,533,46,56,32,30,39,51,70,78,79,52,132,40,31,28,16,13,4,-,-
清田区,里塚３条６丁目,361,31,5,12,14,173,11,9,8,9,19,30,31,8,18,30,157,48,70,19,8,4,6,1,1
清田区,里塚３条７丁目,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
清田区,里塚４条１丁目,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
清田区,里塚４条３丁目,393,51,12,17,22,188,16,4,6,24,19,22,20,18,29,30,154,60,50,24,9,4,2,4,1
清田区,美しが丘１条１丁目,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
清田区,美しが丘１条４丁目,24,5,4,1,-,16,-,1,6,3,2,-,1,1,1,1,3,2,-,-,-,1,-,-,-
清田区,美しが丘１条５丁目,99,-,-,-,-,2,-,-,-,-,-,-,-,-,1,1,97,2,8,20,23,22,14,8,-
清田区,美しが丘１条６丁目,43,3,-,-,3,27,5,1,1,2,1,4,4,3,3,3,13,2,1,2,2,5,1,-,-
清田区,美しが丘１条７丁目,47,-,-,-,-,22,-,-,1,-,1,1,4,3,4,8,25,9,5,3,4,1,3,-,-
清田区,美しが丘１条８丁目,138,13,8,4,1,100,8,11,13,9,10,17,12,7,1,12,25,9,7,4,2,2,1,-,-
清田区,美しが丘１条９丁目,49,9,-,2,7,39,6,5,4,1,3,6,9,4,1,-,1,-,1,-,-,-,-,-,-
清田区,美しが丘２条１丁目,194,27,3,12,12,111,10,7,3,2,11,15,17,8,13,25,56,17,23,8,2,2,3,1,-
清田区,美しが丘２条２丁目,319,33,8,12,13,188,14,12,9,13,19,23,21,15,19,43,98,43,25,10,9,8,2,1,-
清田区,美しが丘２条３丁目,354,21,3,9,9,192,16,9,14,12,11,29,23,20,19,39,141,52,49,19,11,6,3,1,-
清田区,美しが丘２条４丁目,614,40,7,12,21,358,36,24,13,20,18,20,56,34,43,94,216,82,55,28,17,20,10,4,-
清田区,美しが丘２条５丁目,381,20,5,5,10,202,12,20,11,13,7,19,24,20,32,44,159,49,42,32,17,9,9,1,-
清田区,美しが丘２条６丁目,317,42,11,15,16,169,12,6,7,12,13,21,10,20,28,40,106,34,32,19,11,6,4,-,-
清田区,美しが丘２条７丁目,464,61,14,24,23,265,13,15,17,18,25,31,28,27,39,52,138,47,31,20,12,16,8,4,-
清田区,美しが丘２条８丁目,577,63,14,26,23,330,20,30,29,27,34,51,41,29,28,41,184,46,60,39,21,12,3,2,1
清田区,美しが丘２条９丁目,145,22,10,9,3,98,9,7,6,6,12,13,14,13,9,9,25,6,3,7,5,2,2,-,-
清田区,美しが丘２条１０丁目,186,1,1,-,-,43,2,5,5,3,-,3,5,10,5,5,142,3,7,16,19,45,38,13,1
清田区,美しが丘３条１丁目,203,41,12,16,13,104,5,3,5,10,12,15,7,14,17,16,58,27,11,11,6,2,1,-,-
清田区,美しが丘３条２丁目,326,41,8,21,12,206,17,20,7,14,21,19,26,29,26,27,79,16,30,15,9,5,3,1,-
清田区,美しが丘３条３丁目,61,6,3,1,2,37,3,2,5,5,3,1,5,6,4,3,18,8,3,1,3,3,-,-,-
清田区,美しが丘３条４丁目,107,24,5,7,12,73,17,1,-,5,6,16,17,6,3,2,10,7,1,2,-,-,-,-,-
清田区,美しが丘３条５丁目,1065,82,20,24,38,720,50,61,35,34,42,48,67,122,142,119,263,99,58,35,29,24,12,6,-
清田区,美しが丘３条６丁目,1556,103,18,42,43,1052,88,68,44,42,61,75,130,157,217,170,401,135,104,59,43,43,11,6,-
清田区,美しが丘３条７丁目,53,8,5,2,1,36,4,3,4,1,3,3,4,5,8,1,9,3,2,4,-,-,-,-,-
清田区,美しが丘３条８丁目,88,3,1,1,1,35,4,1,3,1,3,5,2,6,5,5,50,6,5,3,12,11,9,3,1
清田区,美しが丘３条９丁目,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
清田区,美しが丘４条５丁目,285,25,7,8,10,194,19,11,13,21,7,12,20,18,38,35,66,27,10,11,8,4,5,1,-
清田区,美しが丘４条６丁目,1022,63,8,19,36,645,80,79,36,19,15,39,74,115,101,87,314,78,67,75,43,33,15,3,-
清田区,美しが丘４条７丁目,210,16,3,8,5,132,4,14,14,11,5,8,10,22,18,26,62,15,21,14,6,5,1,-,-
清田区,美しが丘４条８丁目,104,14,7,4,3,65,4,8,6,8,5,8,9,5,5,7,25,9,5,3,5,1,2,-,-
清田区,美しが丘４条９丁目,72,8,2,4,2,51,2,7,4,9,5,2,4,3,7,8,13,2,3,6,-,1,1,-,-
清田区,美しが丘４条１０丁目,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
清田区,美しが丘５条５丁目,410,37,4,11,22,251,18,16,21,15,22,20,22,22,53,42,122,43,32,10,15,14,6,1,1
清田区,美しが丘５条６丁目,520,50,11,19,20,353,19,26,26,24,18,19,32,35,73,81,117,46,26,17,16,6,4,2,-
清田区,美しが丘５条９丁目,298,27,5,14,8,161,14,12,5,13,17,14,19,13,19,35,110,35,24,17,12,10,9,3,-
清田区,平岡公園東１丁目,498,81,11,31,39,328,49,22,4,13,20,23,49,66,45,37,89,24,26,18,10,7,3,1,-
清田区,平岡公園東２丁目,389,23,5,9,9,212,11,12,11,14,18,17,17,22,37,53,154,57,43,31,9,6,6,2,-
清田区,平岡公園東３丁目,596,39,9,17,13,333,17,12,26,25,27,18,27,32,57,92,224,90,57,26,21,14,10,6,-
清田区,平岡公園東４丁目,466,41,13,12,16,283,23,20,22,17,10,26,21,25,52,67,142,58,34,17,15,9,8,1,-
清田区,平岡公園東５丁目,277,25,6,6,13,164,17,14,11,11,13,7,14,18,24,35,88,42,21,9,9,3,4,-,-
清田区,平岡公園東６丁目,866,70,18,24,28,501,46,33,26,38,32,42,46,52,81,105,295,106,79,32,33,18,19,7,1
清田区,平岡公園東７丁目,494,60,12,18,30,323,25,26,20,17,25,27,30,30,64,59,111,36,33,12,11,12,4,2,1
清田区,平岡公園東８丁目,359,27,7,11,9,221,10,14,16,12,23,11,13,23,44,55,111,51,38,11,5,2,3,1,-
清田区,平岡公園東９丁目,421,33,4,14,15,315,30,36,19,10,14,17,20,46,71,52,73,27,14,13,10,6,3,-,-
清田区,平岡公園東１０丁目,631,69,20,20,29,474,49,46,35,18,18,26,28,80,99,75,88,27,20,16,12,9,3,1,-
清田区,平岡公園東１１丁目,384,31,9,8,14,289,18,43,21,9,14,13,21,52,50,48,64,27,18,12,3,2,1,1,-
清田区,里塚緑ケ丘１丁目,736,140,25,41,74,537,74,57,15,19,41,53,74,109,67,28,59,16,11,15,10,5,-,2,-
清田区,里塚緑ケ丘２丁目,526,102,11,29,62,398,73,47,3,5,16,38,70,68,51,27,26,6,8,8,1,2,1,-,-
清田区,里塚緑ケ丘３丁目,742,250,82,89,79,442,42,21,10,60,86,90,60,38,18,17,50,5,8,6,8,13,9,-,1
清田区,里塚緑ケ丘４丁目,155,50,7,12,31,95,16,-,2,4,8,27,25,9,3,1,10,1,3,4,2,-,-,-,-
清田区,里塚緑ケ丘５丁目,483,121,25,39,57,296,36,13,12,20,35,54,50,23,22,31,66,25,24,6,5,2,4,-,-
清田区,里塚緑ケ丘６丁目,943,356,125,164,67,533,22,9,13,78,142,144,62,30,16,17,54,26,5,13,6,2,2,-,-
清田区,里塚緑ケ丘７丁目,546,116,37,46,33,295,17,7,18,33,60,46,28,20,29,37,135,60,39,10,7,10,7,2,-
清田区,里塚緑ケ丘８丁目,661,82,17,23,42,458,46,38,23,31,34,49,61,50,54,72,121,50,26,13,12,11,8,1,-
清田区,里塚緑ケ丘９丁目,555,163,77,58,28,334,20,20,19,61,67,50,42,20,19,16,58,24,15,6,3,7,2,1,-
清田区,里塚緑ケ丘１０丁目,658,79,22,28,29,354,25,22,14,27,39,50,55,25,41,56,225,83,70,32,22,6,9,2,1
清田区,里塚緑ケ丘１１丁目,718,64,21,19,24,394,31,28,22,29,32,32,61,34,57,68,260,102,80,31,16,18,12,1,-
清田区,里塚緑ケ丘１２丁目,358,42,11,13,18,192,13,7,10,18,29,19,21,16,25,34,124,61,33,17,2,6,5,-,-
南区,南区,135985,13561,3819,4695,5047,74443,5698,5867,5038,5682,6869,8129,9229,8793,9474,9664,47981,11417,12489,8833,6955,5032,2459,681,115
南区,南３０条西８丁目,177,7,2,1,4,110,5,7,8,4,5,6,13,19,26,17,60,21,23,3,7,1,3,2,-
南区,南３１条西８丁目,93,9,1,3,5,47,2,-,4,4,6,7,10,1,5,8,37,11,10,5,6,4,1,-,-
南区,南３１条西９丁目,47,11,1,3,7,33,6,1,-,-,4,8,8,3,-,3,3,-,-,1,1,1,-,-,-
南区,南３１条西１０丁目,221,46,22,12,12,152,9,8,5,19,24,24,26,15,11,11,23,6,6,4,4,2,1,-,-
南区,南３２条西８丁目,103,5,1,2,2,66,3,5,2,8,4,3,4,11,18,8,32,10,11,2,4,2,3,-,-
南区,南３２条西９丁目,332,18,6,5,7,146,7,10,3,11,13,8,26,20,20,28,168,44,47,24,31,15,6,1,-
南区,南３２条西１０丁目,101,16,2,9,5,55,6,5,3,2,3,9,9,5,9,4,30,4,2,7,10,-,5,1,1
南区,南３２条西１１丁目,248,44,22,10,12,140,8,4,16,24,22,15,19,10,7,15,64,18,14,18,6,7,1,-,-
南区,南３３条西８丁目,267,29,5,11,13,145,12,7,10,11,19,10,13,12,26,25,93,30,26,12,10,8,6,1,-
南区,南３３条西９丁目,175,18,7,5,6,80,3,7,5,8,10,6,9,9,5,18,77,16,20,20,6,5,10,-,-
南区,南３３条西１０丁目,229,36,9,14,13,128,11,10,7,14,17,15,21,9,10,14,65,13,14,15,12,5,5,1,-
南区,南３３条西１１丁目,154,35,20,11,4,100,3,8,11,20,16,10,14,4,6,8,19,6,6,2,4,-,1,-,-
南区,南３４条西８丁目,254,66,29,23,14,153,13,6,8,27,27,23,24,8,9,8,35,11,9,5,4,5,-,1,-
南区,南３４条西９丁目,217,19,6,6,7,100,5,7,10,9,10,8,14,6,16,15,98,24,21,18,17,9,6,3,-
南区,南３４条西１０丁目,433,74,29,25,20,265,14,11,14,40,33,43,33,31,19,27,94,19,22,21,9,16,6,1,-
南区,南３４条西１１丁目,52,4,1,3,-,28,2,-,4,3,2,3,3,2,3,6,20,2,1,6,3,7,1,-,-
南区,南３５条西９丁目,121,4,1,1,2,65,4,2,6,10,7,1,7,7,9,12,52,15,13,7,8,8,1,-,-
南区,南３５条西１０丁目,506,60,16,14,30,299,24,23,18,29,29,48,43,28,26,31,147,39,45,25,16,12,6,4,-
南区,南３５条西１１丁目,28,-,-,-,-,18,2,-,2,2,1,-,2,1,4,4,10,2,2,-,2,4,-,-,-
南区,南３６条西１０丁目,105,4,-,1,3,42,4,1,2,-,6,2,3,5,5,14,59,2,11,12,8,14,9,3,-
南区,南３６条西１１丁目,34,2,2,-,-,17,2,-,1,-,3,3,4,3,1,-,15,7,2,1,2,1,1,1,-
南区,南３７条西１０丁目,78,19,9,5,5,49,4,-,6,12,7,5,5,2,6,2,10,3,2,-,3,1,1,-,-
南区,南３７条西１１丁目,306,26,4,8,14,160,12,9,7,6,15,16,21,18,25,31,120,28,26,27,18,15,5,-,1
南区,南３８条西１０丁目,48,7,4,1,2,21,1,2,1,2,3,-,1,3,5,3,20,1,2,1,5,4,6,1,-
南区,南３８条西１１丁目,192,18,4,9,5,124,9,12,6,10,7,6,5,18,20,31,50,22,5,7,8,4,4,-,-
南区,南３９条西１０丁目,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
南区,南３９条西１１丁目,89,14,8,3,3,58,1,4,8,4,6,6,6,11,6,6,17,4,2,5,3,2,1,-,-
南区,北ノ沢（番地）,986,60,14,14,32,391,33,22,16,15,21,43,67,60,60,54,535,88,123,88,98,57,58,19,4
南区,中ノ沢（番地）,161,7,4,3,-,62,3,3,6,3,6,5,5,11,13,7,92,15,23,18,15,13,6,2,-
南区,南沢（番地）,164,9,2,3,4,78,5,9,10,9,1,6,14,14,5,5,77,16,26,16,10,7,1,1,-
南区,白川,64,3,2,1,-,29,-,2,2,-,2,1,-,5,9,8,32,2,7,5,7,7,2,2,-
南区,滝野,68,2,-,2,-,27,1,-,2,2,2,2,3,5,4,6,39,7,14,8,4,3,3,-,-
南区,澄川（番地）,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
南区,真駒内,4026,371,76,147,148,2633,221,467,281,212,237,222,237,195,248,313,1022,355,293,134,96,72,48,21,3
南区,真駒内曙町１丁目,1178,32,11,7,14,426,30,14,11,20,31,44,71,66,68,71,720,149,195,146,128,69,29,4,-
南区,真駒内曙町３丁目,289,37,12,13,12,162,19,11,9,4,16,18,23,22,27,13,90,20,26,18,12,7,6,1,-
南区,真駒内曙町４丁目,365,71,22,24,25,218,14,18,13,18,17,32,31,21,28,26,76,19,12,9,11,10,13,2,-
南区,真駒内上町１丁目,722,84,24,30,30,447,35,36,18,25,32,52,54,67,68,60,191,53,50,36,28,14,8,2,-
南区,真駒内上町２丁目,560,69,11,19,39,291,34,25,14,16,25,25,41,51,38,22,200,31,54,40,37,26,8,4,-
南区,真駒内上町３丁目,263,22,5,8,9,140,8,8,7,16,15,15,14,14,20,23,101,22,23,23,12,14,5,2,-
南区,真駒内上町４丁目,336,14,-,9,5,138,9,7,7,5,11,12,21,15,31,20,184,32,51,38,38,19,5,1,-
南区,真駒内上町５丁目,545,44,18,15,11,313,27,38,27,25,30,20,37,38,38,33,188,36,40,32,42,27,11,-,-
南区,真駒内緑町１丁目,1379,101,28,30,43,771,55,63,42,59,47,49,83,121,140,112,507,100,90,88,96,68,51,14,-
南区,真駒内緑町２丁目,676,58,10,21,27,352,25,32,19,15,22,34,42,52,56,55,266,58,72,61,37,27,10,1,-
南区,真駒内緑町３丁目,1365,97,23,33,41,688,51,53,36,45,40,61,85,99,106,112,580,112,133,110,107,79,30,8,1
南区,真駒内緑町４丁目,1126,44,14,13,17,448,28,14,17,31,36,39,57,65,76,85,634,120,169,146,101,72,19,5,2
南区,真駒内幸町１丁目,22,3,2,1,-,17,-,1,7,2,1,3,2,-,-,1,2,1,1,-,-,-,-,-,-
南区,真駒内幸町２丁目,25,-,-,-,-,5,-,-,-,-,-,1,1,1,-,2,20,4,2,2,3,8,-,-,1
南区,真駒内幸町３丁目,31,2,1,-,1,28,-,-,6,6,2,3,6,1,3,1,1,1,-,-,-,-,-,-,-
南区,真駒内泉町１丁目,223,22,5,9,8,105,6,5,5,6,8,12,11,9,23,20,96,17,29,14,21,10,3,1,1
南区,真駒内泉町２丁目,808,53,10,18,25,467,30,48,28,24,22,32,60,69,87,67,288,73,58,50,41,30,27,9,-
南区,真駒内泉町３丁目,961,126,30,46,50,511,47,25,29,17,43,55,72,68,90,65,324,69,80,66,55,36,13,4,1
南区,真駒内泉町４丁目,639,38,11,10,17,253,21,18,9,16,14,35,31,33,36,40,348,79,95,73,64,24,11,1,1
南区,真駒内南町１丁目,1051,156,23,53,80,577,69,37,21,22,53,75,90,56,74,80,318,93,78,47,30,37,22,10,1
南区,真駒内南町２丁目,351,64,13,23,28,211,19,16,13,10,12,29,30,28,25,29,76,20,13,11,8,10,8,5,1
南区,真駒内南町３丁目,456,74,18,25,31,320,43,33,12,20,19,26,46,46,50,25,62,14,14,12,9,9,3,-,1
南区,真駒内南町４丁目,1576,146,36,45,65,846,78,57,51,62,61,91,100,92,107,147,584,140,163,92,71,68,39,11,-
