区,区分,人口,年少人口,0～ 4歳,5～ 9,10～14,生産年齢  人    口,15～19歳,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,老年人口,65～69歳,70～74,75～79,80～84,85～89,90～94,95～99,100歳  以上
厚別区,厚別中央５条２丁目,592,75,28,27,20,427,16,24,52,63,65,67,52,44,24,20,90,30,21,20,13,3,2,1,-
厚別区,厚別中央５条３丁目,228,14,1,3,10,147,10,13,9,7,12,8,26,23,19,20,67,21,20,7,6,9,2,2,-
厚別区,厚別中央５条４丁目,1488,171,38,58,75,1029,67,99,114,111,103,145,127,119,71,73,288,85,82,48,37,27,8,1,-
厚別区,厚別中央５条５丁目,514,33,6,5,22,409,35,37,42,35,25,30,45,42,62,56,72,16,24,9,11,11,-,1,-
厚別区,厚別中央５条６丁目,579,25,9,9,7,359,16,43,29,32,30,31,33,38,56,51,195,53,50,30,26,18,13,3,2
厚別区,厚別東１条１丁目,204,21,6,6,9,117,9,10,3,11,9,9,11,17,20,18,66,16,20,7,11,9,2,1,-
厚別区,厚別東１条２丁目,208,36,18,10,8,102,6,8,11,9,17,13,10,13,11,4,70,4,4,3,16,17,20,6,-
厚別区,厚別東１条３丁目,621,77,14,30,33,353,38,32,17,19,35,42,53,46,26,45,191,44,57,40,25,14,8,3,-
厚別区,厚別東１条４丁目,514,29,4,9,16,236,22,17,11,13,24,25,39,31,29,25,249,37,72,61,28,27,21,3,-
厚別区,厚別東１条５丁目,803,70,15,30,25,376,29,17,17,18,34,47,55,55,61,43,357,66,102,94,42,28,22,3,-
厚別区,厚別東１条６丁目,337,32,6,12,14,199,21,13,9,14,11,28,25,20,20,38,106,35,32,16,14,5,4,-,-
厚別区,厚別東２条１丁目,257,14,3,5,6,149,10,13,11,13,11,27,11,15,17,21,94,22,23,24,10,9,5,1,-
厚別区,厚別東２条２丁目,236,23,5,8,10,165,17,14,6,5,11,11,36,29,19,17,48,16,10,10,5,5,2,-,-
厚別区,厚別東２条３丁目,889,102,28,38,36,552,58,36,24,44,52,62,74,65,73,64,235,72,61,51,18,16,12,4,1
厚別区,厚別東２条４丁目,756,110,16,34,60,383,51,25,8,14,37,56,75,49,36,32,263,51,89,58,33,19,11,2,-
厚別区,厚別東２条５丁目,1243,132,39,47,46,558,54,42,15,40,59,77,88,73,53,57,553,117,200,127,70,20,17,2,-
厚別区,厚別東２条６丁目,329,15,6,4,5,193,9,13,10,13,18,24,25,25,29,27,121,45,32,18,13,10,3,-,-
厚別区,厚別東２条７丁目,644,103,11,26,66,491,80,44,22,18,20,31,89,101,61,25,50,14,17,6,7,5,1,-,-
厚別区,厚別東３条２丁目,175,37,6,11,20,119,11,4,4,13,11,14,30,17,10,5,19,6,10,1,1,1,-,-,-
厚別区,厚別東３条３丁目,875,115,35,38,42,560,38,44,47,65,47,59,85,70,65,40,200,45,50,41,30,20,9,5,-
厚別区,厚別東３条４丁目,274,29,7,11,11,137,6,5,11,10,11,19,24,15,18,18,108,18,28,14,11,23,9,4,1
厚別区,厚別東３条６丁目,266,48,7,21,20,122,11,5,5,9,14,25,16,11,12,14,96,7,21,11,15,16,18,6,2
厚別区,厚別東３条７丁目,550,47,4,15,28,290,21,24,13,13,20,26,33,37,50,53,213,73,57,27,17,19,17,3,-
厚別区,厚別東４条１丁目,375,62,13,23,26,249,16,24,15,10,23,36,47,26,30,22,64,30,15,6,10,2,1,-,-
厚別区,厚別東４条２丁目,679,53,14,20,19,366,21,23,17,22,34,37,45,51,61,55,260,81,66,44,29,21,12,6,1
厚別区,厚別東４条３丁目,21,2,-,-,2,9,-,-,1,2,-,-,-,2,1,3,10,2,1,2,-,4,1,-,-
厚別区,厚別東４条４丁目,634,81,10,25,46,400,48,35,13,22,29,42,66,59,49,37,153,43,33,34,22,11,5,4,1
厚別区,厚別東４条５丁目,384,27,4,9,14,177,12,7,20,11,16,18,21,19,20,33,180,38,67,32,17,11,11,4,-
厚別区,厚別東４条６丁目,85,8,-,2,6,57,9,7,3,3,4,7,7,7,7,3,20,9,8,2,-,-,1,-,-
厚別区,厚別東４条７丁目,955,110,20,39,51,489,45,25,29,33,36,65,70,56,70,60,356,96,104,66,49,23,11,6,1
厚別区,厚別東４条８丁目,701,79,24,26,29,401,34,33,18,27,46,52,46,39,55,51,221,37,64,40,37,23,18,2,-
厚別区,厚別東４条９丁目,121,1,-,-,1,66,3,4,8,1,10,10,6,8,9,7,54,22,11,6,5,6,2,2,-
厚別区,厚別東５条１丁目,143,12,5,3,4,94,7,8,7,9,7,7,6,22,8,13,37,14,7,10,5,1,-,-,-
厚別区,厚別東５条２丁目,317,42,14,13,15,193,16,12,19,18,18,30,22,20,14,24,82,26,24,16,8,6,1,1,-
厚別区,厚別東５条３丁目,867,125,56,42,27,555,38,46,36,48,58,64,57,89,62,57,187,47,54,29,26,14,15,2,-
厚別区,厚別東５条４丁目,288,16,8,4,4,142,7,14,11,11,13,9,20,22,12,23,130,29,36,31,23,6,2,2,1
厚別区,厚別東５条７丁目,659,91,9,24,58,482,75,43,17,8,10,32,102,91,69,35,86,17,20,13,11,12,9,3,1
厚別区,厚別東５条８丁目,692,111,30,42,39,423,34,32,18,24,41,53,57,61,60,43,158,46,38,27,27,10,7,2,1
厚別区,厚別北１条１丁目,683,56,9,24,23,451,35,39,31,26,28,23,40,52,82,95,176,67,49,25,10,14,9,1,1
厚別区,厚別北１条２丁目,579,78,19,35,24,302,15,20,13,39,37,22,45,33,29,49,199,63,54,32,22,16,12,-,-
厚別区,厚別北１条３丁目,607,57,17,18,22,341,28,32,18,19,26,24,52,36,52,54,209,54,67,35,19,23,9,2,-
厚別区,厚別北１条４丁目,244,17,3,7,7,130,11,11,4,9,14,6,16,14,27,18,97,24,37,20,11,1,2,1,1
厚別区,厚別北２条１丁目,115,15,5,8,2,92,8,6,9,4,6,5,5,14,22,13,8,2,3,-,2,1,-,-,-
厚別区,厚別北２条２丁目,455,31,8,9,14,237,12,20,14,7,18,24,26,29,39,48,187,50,69,30,16,17,2,2,1
厚別区,厚別北２条３丁目,254,24,5,9,10,130,8,11,6,12,6,15,13,8,19,32,100,36,20,18,7,10,8,1,-
厚別区,厚別北２条４丁目,618,51,12,22,17,297,19,9,11,21,25,28,32,38,48,66,270,73,71,48,42,21,11,4,-
厚別区,厚別北２条５丁目,488,29,5,12,12,241,21,14,11,13,16,19,28,22,45,52,218,72,57,41,25,18,5,-,-
厚別区,厚別北３条２丁目,432,28,5,10,13,253,14,18,13,19,18,19,25,26,49,52,151,52,48,22,9,13,6,1,-
厚別区,厚別北３条３丁目,445,56,20,17,19,231,15,14,14,20,32,15,25,22,31,43,158,54,42,22,14,15,8,3,-
厚別区,厚別北３条４丁目,387,26,8,9,9,242,20,24,12,16,15,16,18,26,45,50,119,45,22,11,20,13,4,4,-
厚別区,厚別北３条５丁目,1291,151,33,58,60,817,53,70,48,45,57,81,87,109,112,155,323,117,99,38,28,24,11,5,1
厚別区,厚別北４条２丁目,437,31,9,10,12,220,18,9,11,13,26,22,18,24,36,43,186,60,57,32,19,6,10,2,-
厚別区,厚別北４条３丁目,473,54,12,20,22,223,15,17,7,13,28,24,37,27,13,42,196,62,59,37,19,11,4,4,-
厚別区,厚別北４条４丁目,386,48,8,17,23,217,15,15,12,12,13,16,23,34,29,48,121,41,33,21,9,8,7,2,-
厚別区,厚別北４条５丁目,653,51,8,20,23,483,63,58,23,16,21,19,50,77,104,52,119,38,48,19,5,4,3,2,-
厚別区,厚別北５条４丁目,781,194,23,61,110,555,103,53,3,6,39,83,109,102,41,16,32,9,7,5,5,3,3,-,-
厚別区,厚別北５条５丁目,534,146,34,57,55,361,54,27,7,21,36,67,69,40,29,11,27,16,4,3,1,-,3,-,-
厚別区,厚別北６条４丁目,363,110,37,40,33,233,29,13,4,25,38,47,34,29,10,4,20,6,11,1,-,-,1,1,-
厚別区,厚別北６条５丁目,857,325,96,134,95,517,55,20,15,65,119,110,85,29,12,7,15,6,5,2,2,-,-,-,-
厚別区,上野幌１条１丁目,485,47,9,16,22,253,15,19,7,31,28,23,36,30,18,46,185,59,46,24,25,13,11,6,1
厚別区,上野幌１条２丁目,779,76,28,18,30,477,45,40,39,31,46,46,46,68,62,54,226,58,70,32,30,17,14,5,-
厚別区,上野幌１条３丁目,625,84,21,29,34,308,34,22,8,20,32,47,53,40,26,26,233,60,75,47,19,19,11,2,-
厚別区,上野幌１条４丁目,458,60,15,23,22,248,23,16,13,21,29,38,35,19,21,33,150,33,46,25,17,14,13,2,-
厚別区,上野幌１条６丁目,231,16,-,4,12,155,20,11,8,7,8,7,18,24,27,25,60,18,12,8,7,9,5,1,-
厚別区,上野幌２条１丁目,1056,89,23,31,35,537,41,31,20,51,40,69,62,59,51,113,430,142,118,68,33,39,23,7,-
厚別区,上野幌２条２丁目,527,35,11,11,13,331,22,34,14,23,14,22,26,41,62,73,161,57,48,25,13,6,7,5,-
厚別区,上野幌２条３丁目,370,53,15,22,16,188,27,9,7,14,22,26,22,22,21,18,129,33,43,24,12,8,5,4,-
厚別区,上野幌２条４丁目,274,27,6,6,15,139,17,7,3,5,12,16,23,20,9,27,108,45,27,17,3,6,8,2,-
厚別区,上野幌２条５丁目,824,63,14,24,25,369,29,14,24,22,38,46,52,31,39,74,392,145,128,61,21,17,14,5,1
厚別区,上野幌２条６丁目,475,47,11,15,21,248,15,10,11,18,16,16,32,31,36,63,180,68,58,20,13,11,6,4,-
厚別区,上野幌３条１丁目,415,29,3,8,18,199,15,17,9,9,20,17,16,33,28,35,187,42,42,43,34,20,4,2,-
厚別区,上野幌３条２丁目,973,103,20,37,46,634,71,58,25,43,38,50,71,91,86,101,236,77,78,34,20,21,4,1,1
厚別区,上野幌３条３丁目,714,62,18,25,19,379,29,26,15,32,36,40,35,50,43,73,273,114,78,39,13,16,7,5,1
厚別区,上野幌３条４丁目,644,56,11,18,27,365,30,25,12,26,41,36,40,38,42,75,223,87,64,29,14,17,8,3,1
厚別区,上野幌３条５丁目,1357,97,24,34,39,801,46,42,53,54,61,55,55,90,157,188,459,173,119,58,43,43,16,7,-
厚別区,上野幌３条６丁目,545,79,20,25,34,379,30,37,34,12,29,36,36,49,68,48,87,31,25,9,8,7,7,-,-
厚別区,大谷地東１丁目,28,-,-,-,-,24,1,15,6,-,-,-,-,-,-,2,4,1,1,-,-,-,2,-,-
厚別区,大谷地東２丁目,771,59,25,19,15,433,18,29,34,37,43,45,44,56,62,65,279,71,62,47,50,36,10,3,-
厚別区,大谷地東３丁目,1958,129,31,46,52,1005,64,47,49,66,73,90,100,134,166,216,824,182,210,156,131,100,32,10,3
厚別区,大谷地東４丁目,1279,109,32,30,47,713,45,46,42,59,56,74,92,93,111,95,457,116,108,92,79,39,18,3,2
厚別区,大谷地東５丁目,2961,271,91,74,106,1898,159,137,134,111,154,133,223,265,311,271,792,235,170,135,108,87,43,13,1
厚別区,大谷地東６丁目,353,11,3,6,2,226,14,12,8,10,11,12,18,35,52,54,116,48,37,12,9,7,3,-,-
厚別区,大谷地東７丁目,1988,217,44,81,92,1326,79,106,61,71,83,134,155,213,226,198,445,154,104,79,54,34,15,5,-
厚別区,大谷地西１丁目,1340,121,36,47,38,887,45,64,64,71,91,100,102,95,136,119,332,112,95,62,32,17,10,4,-
厚別区,大谷地西２丁目,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
厚別区,大谷地西３丁目,560,73,23,24,26,311,20,20,20,23,26,44,55,41,30,32,176,31,34,42,38,24,5,2,-
厚別区,大谷地西４丁目,779,86,20,26,40,446,38,29,33,36,31,38,71,68,54,48,247,48,58,54,50,22,12,3,-
厚別区,大谷地西５丁目,949,100,29,36,35,606,36,38,44,52,54,58,62,71,105,86,243,67,67,48,24,22,13,2,-
厚別区,大谷地西６丁目,421,37,12,8,17,325,27,30,33,33,26,38,42,33,39,24,59,15,10,13,11,8,1,-,1
厚別区,厚別西（番地）,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
厚別区,下野幌テクノパーク２丁目,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
豊平区,豊平区,224513,23710,7728,8023,7959,143818,8500,12016,14514,14950,15258,16450,18345,16166,14700,12919,56985,13800,14540,10520,8181,6049,2942,844,109
豊平区,豊平１条１丁目,369,7,4,1,2,306,2,49,61,57,27,26,25,22,23,14,56,15,13,11,10,4,3,-,-
豊平区,豊平１条２丁目,242,23,7,12,4,180,2,18,18,30,22,22,23,16,21,8,39,14,9,7,5,3,-,1,-
豊平区,豊平１条３丁目,622,124,20,45,59,434,19,19,33,26,57,85,78,56,37,24,64,24,19,10,7,3,1,-,-
豊平区,豊平１条４丁目,51,3,1,1,1,31,-,8,9,4,3,2,3,-,1,1,17,2,4,7,3,1,-,-,-
豊平区,豊平１条５丁目,98,9,1,4,4,56,2,4,3,4,7,4,10,9,6,7,33,10,14,5,2,-,1,1,-
豊平区,豊平１条６丁目,210,13,8,3,2,148,6,23,19,29,18,19,9,10,6,9,49,11,12,8,8,6,4,-,-
豊平区,豊平１条７丁目,158,17,5,5,7,114,6,16,12,18,15,6,11,13,14,3,27,8,9,2,4,3,1,-,-
豊平区,豊平１条８丁目,212,19,7,5,7,157,6,20,35,29,13,21,17,9,2,5,36,6,8,7,2,6,5,1,1
豊平区,豊平１条１０丁目,228,20,8,7,5,152,7,10,33,19,16,16,22,14,9,6,56,5,2,13,13,13,7,3,-
豊平区,豊平１条１１丁目,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
豊平区,豊平１条１３丁目,58,9,2,2,5,35,1,4,4,3,5,3,2,5,2,6,14,5,3,2,1,-,3,-,-
豊平区,豊平２条１丁目,416,9,6,2,1,326,2,52,67,54,36,29,34,21,15,16,81,20,20,17,10,8,6,-,-
豊平区,豊平２条２丁目,337,19,11,3,5,257,9,24,41,28,31,20,28,26,30,20,61,23,16,15,3,2,2,-,-
豊平区,豊平２条３丁目,37,1,1,-,-,26,-,6,2,5,4,2,3,1,3,-,10,5,3,1,-,-,1,-,-
豊平区,豊平２条４丁目,212,9,5,3,1,189,6,31,51,36,25,14,12,5,5,4,14,4,5,3,-,1,1,-,-
豊平区,豊平２条５丁目,70,1,1,-,-,62,3,10,13,13,8,3,4,2,2,4,7,2,2,-,2,-,1,-,-
豊平区,豊平２条６丁目,144,15,8,3,4,93,4,7,6,10,4,17,11,10,10,14,36,7,14,11,2,1,-,1,-
豊平区,豊平２条７丁目,113,10,4,4,2,80,2,8,17,8,8,9,7,7,8,6,23,6,5,2,7,3,-,-,-
豊平区,豊平２条８丁目,256,23,3,10,10,158,5,12,3,3,14,15,20,27,28,31,75,13,18,19,8,11,5,1,-
豊平区,豊平２条１０丁目,81,6,4,2,-,60,3,10,8,12,7,3,8,5,2,2,15,4,5,2,1,-,3,-,-
豊平区,豊平２条１１丁目,150,16,4,7,5,101,3,7,4,1,6,17,20,18,9,16,33,12,5,7,4,1,3,1,-
豊平区,豊平２条１２丁目,75,12,4,2,6,62,4,6,8,10,7,2,10,6,4,5,1,1,-,-,-,-,-,-,-
豊平区,豊平２条１３丁目,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
豊平区,豊平３条１丁目,603,30,14,8,8,347,12,34,48,39,43,37,35,33,34,32,226,38,43,34,28,45,32,4,2
豊平区,豊平３条２丁目,413,21,10,5,6,355,8,34,76,61,35,39,40,33,15,14,37,14,9,4,3,3,2,2,-
豊平区,豊平３条３丁目,514,31,14,12,5,463,5,50,117,86,58,57,38,28,17,7,20,9,3,4,1,2,1,-,-
豊平区,豊平３条４丁目,186,5,3,-,2,162,6,38,38,25,16,8,12,5,8,6,19,6,4,3,-,4,2,-,-
豊平区,豊平３条５丁目,94,1,-,1,-,51,-,9,11,5,2,4,4,5,6,5,42,3,8,9,6,7,6,3,-
豊平区,豊平３条６丁目,197,20,5,10,5,108,8,4,7,8,6,15,12,17,18,13,69,10,9,11,18,15,6,-,-
豊平区,豊平３条７丁目,433,27,9,9,9,367,15,51,55,60,51,34,40,36,10,15,39,11,7,7,5,6,2,1,-
豊平区,豊平３条８丁目,505,24,7,7,10,301,19,48,36,25,25,26,31,23,30,38,180,29,55,46,26,10,12,2,-
豊平区,豊平３条９丁目,324,26,13,5,8,255,8,19,43,41,32,19,23,27,18,25,43,11,17,6,3,4,2,-,-
豊平区,豊平３条１０丁目,171,17,9,3,5,138,7,19,29,18,11,20,15,8,6,5,16,3,3,4,2,2,2,-,-
豊平区,豊平３条１１丁目,268,24,6,7,11,173,15,10,8,8,15,13,36,25,28,15,71,13,25,8,5,11,5,3,1
豊平区,豊平３条１２丁目,248,24,6,8,10,187,7,16,28,27,25,22,22,15,10,15,37,10,11,10,-,4,1,-,1
豊平区,豊平３条１３丁目,114,10,7,1,2,76,5,8,16,9,14,4,6,4,6,4,28,4,9,7,3,3,-,2,-
豊平区,豊平４条１丁目,222,6,3,3,-,146,4,23,22,22,25,13,11,11,3,12,70,14,17,18,11,7,2,-,1
豊平区,豊平４条２丁目,660,76,17,18,41,483,56,43,23,23,31,70,93,73,43,28,101,38,30,14,8,6,4,1,-
豊平区,豊平４条３丁目,908,91,27,37,27,580,30,55,59,78,61,66,61,60,56,54,237,50,74,39,31,27,11,5,-
豊平区,豊平４条５丁目,126,7,4,2,1,83,4,12,22,10,7,9,8,4,4,3,36,11,13,2,3,3,2,2,-
豊平区,豊平４条６丁目,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
豊平区,豊平４条７丁目,418,48,16,19,13,327,13,49,46,37,44,39,45,22,17,15,43,9,10,12,6,5,1,-,-
豊平区,豊平４条８丁目,109,8,1,5,2,74,2,12,16,13,9,7,4,4,1,6,27,10,8,3,2,3,-,1,-
豊平区,豊平４条９丁目,710,103,25,29,49,496,34,34,34,51,55,66,83,49,41,49,111,36,28,25,7,8,7,-,-
豊平区,豊平４条１０丁目,705,55,15,17,23,413,24,34,27,40,39,53,44,49,52,51,237,54,65,39,40,24,11,3,1
豊平区,豊平４条１１丁目,237,39,16,12,11,139,4,11,17,18,18,22,20,7,10,12,59,19,11,8,9,7,4,-,1
豊平区,豊平４条１２丁目,597,65,31,24,10,333,15,11,31,40,35,53,44,40,45,19,199,46,54,40,29,16,11,3,-
豊平区,豊平４条１３丁目,283,18,9,5,4,156,9,9,20,7,17,18,24,22,22,8,109,29,34,15,17,9,5,-,-
豊平区,豊平５条１丁目,50,10,3,3,4,32,3,-,1,4,6,1,6,4,4,3,8,2,3,-,2,1,-,-,-
豊平区,豊平５条２丁目,265,20,5,10,5,155,4,14,18,16,29,14,23,11,9,17,90,6,26,14,20,16,4,3,1
豊平区,豊平５条３丁目,134,5,2,3,-,99,2,11,19,16,11,13,6,8,7,6,30,7,9,6,5,2,-,1,-
豊平区,豊平５条５丁目,298,25,6,9,10,228,11,20,28,26,28,21,27,13,27,27,45,7,17,8,8,3,1,1,-
豊平区,豊平５条６丁目,375,49,25,10,14,254,7,31,29,29,38,34,26,28,22,10,72,21,16,14,13,4,2,2,-
豊平区,豊平５条８丁目,171,27,12,11,4,115,5,14,23,13,14,12,14,6,9,5,29,6,11,5,4,2,-,-,1
豊平区,豊平５条１０丁目,507,47,24,12,11,409,11,47,61,84,53,45,41,34,22,11,51,13,16,7,6,7,2,-,-
豊平区,豊平６条２丁目,117,14,8,5,1,57,-,5,6,11,10,14,1,2,5,3,46,3,7,6,12,14,3,1,-
豊平区,豊平６条３丁目,592,42,5,16,21,351,14,25,32,23,25,40,39,54,53,46,199,45,49,31,26,31,17,-,-
豊平区,豊平６条５丁目,184,8,6,1,1,147,5,19,35,27,11,6,15,10,12,7,29,4,11,7,2,4,1,-,-
豊平区,豊平６条６丁目,529,52,16,15,21,326,19,33,33,23,28,32,48,38,32,40,151,41,29,29,16,22,9,5,-
豊平区,豊平６条７丁目,89,6,5,1,-,69,1,13,9,11,12,6,6,6,3,2,14,4,3,2,2,1,2,-,-
豊平区,豊平６条８丁目,135,5,1,4,-,93,6,11,4,12,8,7,17,7,8,13,37,13,7,8,3,5,1,-,-
豊平区,豊平６条１０丁目,796,53,13,21,19,442,31,36,37,41,46,46,56,57,56,36,301,80,81,56,40,33,11,-,-
豊平区,豊平７条７丁目,282,16,7,4,5,229,10,35,35,33,28,27,15,14,15,17,37,6,5,9,7,5,4,1,-
豊平区,豊平７条８丁目,346,39,13,10,16,231,20,24,10,13,15,15,37,50,28,19,76,17,21,20,15,2,1,-,-
豊平区,豊平７条９丁目,104,1,-,-,1,48,3,1,-,2,4,6,13,2,8,9,55,16,14,8,4,7,4,2,-
豊平区,豊平７条１０丁目,310,24,10,6,8,217,8,25,30,18,27,16,25,29,22,17,69,17,22,11,9,5,4,1,-
豊平区,豊平７条１３丁目,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
豊平区,豊平８条８丁目,303,32,13,15,4,213,13,27,20,20,28,21,25,17,27,15,58,14,11,12,14,4,2,1,-
豊平区,豊平８条９丁目,333,22,12,5,5,233,11,31,41,33,21,36,23,21,10,6,78,16,22,11,18,6,3,2,-
豊平区,豊平８条１０丁目,499,38,7,8,23,316,17,30,21,21,28,34,51,46,42,26,145,35,37,25,20,18,8,2,-
豊平区,豊平８条１１丁目,404,32,12,10,10,287,11,26,30,26,29,23,36,31,44,31,85,17,23,14,14,13,3,1,-
豊平区,豊平８条１２丁目,101,4,-,2,2,71,2,9,10,9,8,6,11,6,7,3,26,10,8,2,2,4,-,-,-
豊平区,豊平８条１３丁目,222,25,8,5,12,139,11,1,4,11,18,10,30,16,21,17,58,16,13,11,11,6,1,-,-
豊平区,豊平９条９丁目,291,22,7,7,8,200,16,21,12,13,15,22,28,27,28,18,69,15,22,13,13,6,-,-,-
豊平区,旭町１丁目,219,14,5,2,7,105,3,2,6,10,12,12,14,9,16,21,100,27,22,20,13,8,8,2,-
豊平区,旭町２丁目,253,4,1,-,3,194,8,40,23,13,16,13,21,23,28,9,55,17,14,9,9,4,2,-,-
豊平区,旭町３丁目,752,47,21,14,12,567,21,88,96,91,49,53,49,35,46,39,138,34,31,27,15,19,8,4,-
豊平区,旭町４丁目,44,1,-,-,1,39,2,5,14,6,5,2,3,1,-,1,4,2,-,1,1,-,-,-,-
豊平区,旭町５丁目,278,12,2,5,5,171,11,31,27,26,16,15,19,13,7,6,95,7,18,22,14,17,13,4,-
豊平区,旭町６丁目,388,13,5,2,6,233,18,18,24,21,11,25,39,22,24,31,142,39,36,27,12,23,5,-,-
豊平区,旭町７丁目,238,22,13,7,2,180,7,30,27,31,27,19,17,9,7,6,36,8,10,4,6,2,3,3,-
豊平区,水車町１丁目,355,37,18,9,10,232,14,33,20,34,32,22,28,21,10,18,86,24,10,13,11,14,10,3,1
豊平区,水車町２丁目,655,19,5,7,7,443,11,58,61,55,44,36,61,42,42,33,193,35,29,34,33,37,23,2,-
豊平区,水車町３丁目,111,9,1,5,3,71,2,7,2,12,6,5,9,6,10,12,31,6,10,6,6,2,1,-,-
豊平区,水車町４丁目,551,76,13,30,33,351,24,25,15,11,29,47,62,58,46,34,124,37,44,18,10,10,3,2,-
豊平区,水車町５丁目,666,38,9,15,14,457,26,53,62,45,38,50,41,37,68,37,171,48,40,29,25,17,7,5,-
豊平区,水車町６丁目,269,18,6,7,5,206,6,31,43,25,24,21,23,14,7,12,45,14,14,6,4,5,1,1,-
豊平区,水車町７丁目,737,68,23,21,24,567,23,112,93,68,73,52,46,41,31,28,102,27,26,21,10,13,2,3,-
豊平区,水車町８丁目,326,13,7,4,2,231,14,38,43,19,21,14,14,24,22,22,82,18,18,17,11,8,7,3,-
豊平区,羊ケ丘,72,12,2,8,2,57,4,3,4,6,3,4,9,13,10,1,3,-,2,1,-,-,-,-,-
豊平区,平岸１条１丁目,522,48,22,15,11,390,16,39,74,43,43,51,40,27,32,25,84,22,19,9,21,7,3,3,-
豊平区,平岸１条２丁目,902,76,19,30,27,677,42,84,108,72,59,77,65,71,61,38,149,36,42,22,21,20,7,1,-
豊平区,平岸１条３丁目,94,4,1,2,1,57,-,1,11,8,4,9,9,3,6,6,33,6,12,4,4,5,1,1,-
豊平区,平岸１条４丁目,427,18,5,4,9,226,16,16,13,12,13,20,33,31,31,41,183,35,54,36,32,14,11,1,-
豊平区,平岸１条５丁目,765,71,24,23,24,364,21,26,21,31,40,44,58,42,35,46,330,79,80,68,43,43,11,5,1
豊平区,平岸１条６丁目,717,66,34,19,13,460,12,39,85,79,45,37,42,38,42,41,191,53,53,32,28,21,4,-,-
豊平区,平岸１条７丁目,856,66,30,25,11,577,15,38,58,72,83,54,50,60,73,74,213,54,55,46,22,24,10,2,-
豊平区,平岸１条８丁目,962,86,41,29,16,728,25,79,125,95,87,81,76,75,49,36,148,44,41,28,17,9,7,2,-
豊平区,平岸１条９丁目,589,73,30,22,21,435,13,43,62,65,55,51,51,39,35,21,81,24,20,13,18,2,3,1,-
豊平区,平岸１条１０丁目,911,120,31,39,50,616,72,31,36,35,62,72,94,95,69,50,175,60,45,37,11,11,9,1,1
豊平区,平岸１条１１丁目,29,7,3,2,2,21,3,-,-,7,-,4,5,-,-,2,1,-,1,-,-,-,-,-,-
豊平区,平岸１条１２丁目,183,33,10,13,10,116,3,13,10,29,20,15,10,11,3,2,34,4,5,2,7,7,5,4,-
豊平区,平岸１条１３丁目,624,53,27,12,14,390,21,37,52,55,39,30,35,42,38,41,181,35,38,33,36,25,13,-,1
豊平区,平岸１条１４丁目,613,73,18,28,27,399,26,22,33,39,48,48,57,44,48,34,141,31,35,31,16,20,7,1,-
豊平区,平岸１条１５丁目,341,63,22,21,20,217,8,25,28,39,25,19,27,20,9,17,61,21,8,8,13,7,4,-,-
豊平区,平岸１条１６丁目,631,69,22,24,23,361,27,23,26,38,24,41,47,43,56,36,201,48,56,36,24,23,10,2,2
豊平区,平岸１条１７丁目,565,85,25,30,30,326,23,30,25,30,33,43,43,47,30,22,154,39,50,22,19,22,2,-,-
豊平区,平岸１条１８丁目,228,5,1,1,3,80,1,7,12,14,6,8,8,6,6,12,143,14,19,21,29,34,21,5,-
豊平区,平岸１条１９丁目,326,38,3,10,25,226,32,15,6,7,12,23,39,42,27,23,62,19,17,9,5,6,3,3,-
豊平区,平岸１条２０丁目,583,137,50,49,38,361,20,21,30,54,63,59,39,29,22,24,85,23,22,15,13,9,2,1,-
豊平区,平岸１条２１丁目,308,17,3,2,12,170,13,17,11,9,3,28,27,22,18,22,121,38,32,19,17,11,3,1,-
豊平区,平岸１条２２丁目,150,41,14,16,11,103,6,8,9,19,15,15,19,8,4,-,6,1,2,1,2,-,-,-,-
豊平区,平岸１条２３丁目,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
豊平区,平岸２条１丁目,825,83,36,26,21,600,32,72,69,81,52,71,71,65,45,42,142,23,39,23,25,21,8,2,1
豊平区,平岸２条２丁目,343,24,11,7,6,235,8,47,32,35,35,19,15,21,11,12,84,14,13,11,19,15,6,5,1
豊平区,平岸２条３丁目,880,58,18,17,23,655,45,83,118,69,66,62,75,41,49,47,167,51,43,23,18,16,12,4,-
豊平区,平岸２条４丁目,559,27,6,8,13,299,25,19,12,23,24,34,48,42,38,34,233,50,56,61,34,24,6,2,-
豊平区,平岸２条５丁目,387,45,14,17,14,290,9,13,28,33,50,38,41,29,27,22,52,15,14,7,4,6,6,-,-
豊平区,平岸２条６丁目,281,30,14,10,6,201,16,20,28,22,26,16,26,16,17,14,50,10,16,7,5,6,6,-,-
